event_location,event_country,keyword_query,request_location_code,request_country,country_iso_code,location_type,serp_results_count,top_results_count,top_result_titles,top_result_urls,top_result_domains,url_overlap_with_israel,query_status,rbo_with_israel
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2196,Cyprus,CY,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli strike kills colonel in Gaza police force, say Palestinian medics"", ""Israeli strikes kill at least 12, Gaza civil defence agency says"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Father mourns daughter killed in Israeli strike on Gaza""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.aljazeera.com/news/2026/5/6/israeli-strike-kills-colonel-in-gaza-police-force-say-palestinian-medics"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza""]","[""www.aa.com.tr"", ""www.aljazeera.com"", ""www.france24.com"", ""en.yenisafak.com"", ""thearabweekly.com"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.lemonde.fr"", ""www.aljazeera.com""]",0.5384615384615384,ok,0.6683570584428571
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2203,Czechia,CZ,Country,11000,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli quadcopter kills three in Gaza’s Khan Younis; police chief slain"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Gaza patients head to Rafah crossing as people return amid Israeli attacks"", ""Israeli strikes kill at least 12, Gaza civil defence agency says"", ""Israeli air strikes kill at least 32 Palestinians in Gaza, rescue officials say"", ""Israel kills two in Gaza as Palestinians call for Rafah crossing to open"", ""Father mourns daughter killed in Israeli strike on Gaza""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.aljazeera.com/news/2026/1/12/israeli-quadcopter-kills-three-in-gazas-khan-younis-police-chief-slain"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://www.aljazeera.com/news/2026/2/5/gaza-patients-head-to-rafah-crossing-as-people-return-amid-israeli-attacks"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12"", ""https://www.bbc.com/news/articles/c701g1g00gdo"", ""https://www.aljazeera.com/news/2026/1/6/israel-kills-two-in-gaza-as-palestinians-call-for-rafah-crossing-to-open"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza""]","[""www.aa.com.tr"", ""www.aljazeera.com"", ""www.france24.com"", ""thearabweekly.com"", ""www.bbc.com"", ""www.aljazeera.com"", ""www.france24.com"", ""www.bbc.com"", ""www.aljazeera.com"", ""www.aljazeera.com""]",0.25,ok,0.46918924820714286
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2276,Germany,DE,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israel threatens to turn Beirut into Khan Younis and Lebanon into Gaza""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.wsws.org/en/articles/2026/03/11/suwl-m11.html""]","[""www.aa.com.tr"", ""en.yenisafak.com"", ""www.aljazeera.com"", ""www.france24.com"", ""english.aawsat.com"", ""thearabweekly.com"", ""www.bbc.com"", ""www.lemonde.fr"", ""www.newarab.com"", ""www.wsws.org""]",0.42857142857142855,ok,0.5359295262571429
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2262,Djibouti,DJ,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israeli strike kills colonel in Gaza police force, say Palestinian medics""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.aljazeera.com/news/2026/5/6/israeli-strike-kills-colonel-in-gaza-police-force-say-palestinian-medics""]","[""www.aa.com.tr"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""thearabweekly.com"", ""www.lemonde.fr"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.aljazeera.com""]",0.42857142857142855,ok,0.5566435405428571
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2208,Denmark,DK,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israel’s Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.middleeastmonitor.com/20260305-israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gazas-khan-younis/""]","[""www.aa.com.tr"", ""en.yenisafak.com"", ""www.aljazeera.com"", ""www.france24.com"", ""english.aawsat.com"", ""thearabweekly.com"", ""www.bbc.com"", ""www.lemonde.fr"", ""www.newarab.com"", ""www.middleeastmonitor.com""]",0.42857142857142855,ok,0.5359295262571429
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2212,Dominica,DM,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israeli strikes kill at least 12, Gaza civil defence agency says""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12""]","[""www.aa.com.tr"", ""en.yenisafak.com"", ""www.france24.com"", ""www.aljazeera.com"", ""thearabweekly.com"", ""www.lemonde.fr"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.france24.com""]",0.5384615384615384,ok,0.5953855894428572
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2214,Dominican Republic,DO,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israeli strikes kill at least 12, Gaza civil defence agency says""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12""]","[""www.aa.com.tr"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""thearabweekly.com"", ""www.lemonde.fr"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.france24.com""]",0.5384615384615384,ok,0.5953855894428572
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2012,Algeria,DZ,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Israeli strike kills colonel in Gaza police force, say Palestinian medics"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israeli strikes kill at least 12, Gaza civil defence agency says""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/news/2026/5/6/israeli-strike-kills-colonel-in-gaza-police-force-say-palestinian-medics"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12""]","[""www.aa.com.tr"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""thearabweekly.com"", ""www.lemonde.fr"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.france24.com""]",0.5384615384615384,ok,0.5953855894428572
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2218,Ecuador,EC,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israeli strikes kill at least 12, Gaza civil defence agency says""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12""]","[""www.aa.com.tr"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""thearabweekly.com"", ""english.aawsat.com"", ""www.lemonde.fr"", ""www.bbc.com"", ""www.newarab.com"", ""www.france24.com""]",0.5384615384615384,ok,0.5953855894428572
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2233,Estonia,EE,Country,11000,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""Israel’s Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.middleeastmonitor.com/20260305-israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gazas-khan-younis/""]","[""www.aa.com.tr"", ""en.yenisafak.com"", ""www.aljazeera.com"", ""www.france24.com"", ""english.aawsat.com"", ""thearabweekly.com"", ""www.bbc.com"", ""www.lemonde.fr"", ""www.newarab.com"", ""www.middleeastmonitor.com""]",0.42857142857142855,ok,0.5359295262571429
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2818,Egypt,EG,Country,11100,10,"[""Palestinian killed by Israeli gunfire in Khan Younis - War on Gaza - War on Gaza"", ""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp""]","[""https://english.ahram.org.eg/NewsContent/58/1262/563418/War-on-Gaza/War-on-Gaza/Palestinian-killed-by-Israeli-gunfire-in-Khan-Youn.aspx"", ""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp""]","[""english.ahram.org.eg"", ""www.aa.com.tr"", ""english.aawsat.com"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""www.bbc.com"", ""thearabweekly.com"", ""www.lemonde.fr"", ""www.newarab.com""]",0.42857142857142855,ok,0.4125173007214286
Khan Younis,Israel,"(conflict OR war OR attack OR armed OR terror OR bomb OR violence OR strike OR protest) AND ""Israel"" AND ""Khan Younis""",2232,Eritrea,ER,Country,11100,10,"[""Israel's Smotrich threatens to bombard Lebanese capital to resemble Gaza’s Khan Younis"", ""Israeli strikes kill at least 12, Gaza civil defence agency says"", ""Father mourns daughter killed in Israeli strike on Gaza"", ""Israeli forces kill Palestinian in Khan Younis on first day of Ramadan"", ""Israel bombs Beirut after telling 700,000 residents to leave"", ""Israel to expand Gaza control to 70 percent as it escalates attacks"", ""Israeli strikes kill 20 in Gaza, medics say, after soldier wounded"", ""Israel Ramps up Qassam Killings in Gaza for Fourth Consecutive Day"", ""Five killed in Gaza, as Israel pounds Khan Younis, Jabalia camp"", ""IDF strikes in Gaza kill 24 as Israel and Hamas trade ceasefire violation accusations""]","[""https://www.aa.com.tr/en/middle-east/israels-smotrich-threatens-to-bombard-lebanese-capital-to-resemble-gaza-s-khan-younis/3852010"", ""https://www.france24.com/en/middle-east/20260215-gaza-s-civil-defense-agency-says-israeli-airstrikes-killed-12"", ""https://www.aljazeera.com/video/newsfeed/2026/5/25/father-mourns-daughter-killed-in-israeli-strike-on-gaza"", ""https://en.yenisafak.com/world/israeli-forces-kill-palestinian-in-khan-younis-on-first-day-of-ramadan-3714785"", ""https://www.lemonde.fr/en/international/article/2026/03/06/israel-bombs-beirut-after-telling-700-000-residents-to-leave_6751141_4.html"", ""https://thearabweekly.com/israel-expand-gaza-control-70-percent-it-escalates-attacks"", ""https://www.bbc.com/news/articles/cpqyg0g5r0po"", ""https://english.aawsat.com/arab-world/5252818-israel-ramps-qassam-killings-gaza-fourth-consecutive-day"", ""https://www.newarab.com/news/five-killed-gaza-israel-pounds-khan-younis-jabalia-camp"", ""https://www.france24.com/en/middle-east/20260204-idf-strikes-gaza-kill-at-least-21-israel-and-hamas-trade-ceasefire-violation-accusations""]","[""www.aa.com.tr"", ""www.france24.com"", ""www.aljazeera.com"", ""en.yenisafak.com"", ""www.lemonde.fr"", ""thearabweekly.com"", ""www.bbc.com"", ""english.aawsat.com"", ""www.newarab.com"", ""www.france24.com""]",0.5384615384615384,ok,0.7138057839785714
